Origin;Destination;Number
Arkhangelskaya;Saratovskaya;132
Astrakhanskaya;Saratovskaya;7133
Bessarabskaya;Saratovskaya;123
Vilenskaya;Saratovskaya;445
Vitebskaya;Saratovskaya;661
Vladimirskaya;Saratovskaya;2964
Vologodskaya;Saratovskaya;272
Volhynskaya;Saratovskaya;281
Voronezhskaya;Saratovskaya;2993
Viatskaya;Saratovskaya;1692
Grodnenskaya;Saratovskaya;546
VojskaDonskogo;Saratovskaya;6995
Ekaterinoslavskaya;Saratovskaya;295
Kazanskaya;Saratovskaya;2354
Kalugskaya;Saratovskaya;721
Kievskaya;Saratovskaya;536
Kovenskaya;Saratovskaya;457
Kostromskaya;Saratovskaya;666
Kurlandskaya;Saratovskaya;421
Kurskaya;Saratovskaya;891
Liflyandskaya;Saratovskaya;449
Minskaya;Saratovskaya;534
Mogilevskaya;Saratovskaya;605
Moscowskaya;Saratovskaya;2574
Nizhegorodskaya;Saratovskaya;4890
Novgorodskaya;Saratovskaya;402
Olonetskaya;Saratovskaya;88
Orenburgskaya;Saratovskaya;530
Orlovskaya;Saratovskaya;1778
Penzenskaya;Saratovskaya;30226
Permskaya;Saratovskaya;1219
Podolskaya;Saratovskaya;671
Poltavskaya;Saratovskaya;440
Pskovskaya;Saratovskaya;191
Ryazanskaya;Saratovskaya;6152
Samaraskaya;Saratovskaya;13627
StPetersburgskaya;Saratovskaya;1576
Simbirskaya;Saratovskaya;12392
Smolenskaya;Saratovskaya;733
Tauridskaya;Saratovskaya;286
Tambovskaya;Saratovskaya;20990
Tverskaya;Saratovskaya;723
Tulskaya;Saratovskaya;1395
Ufimskaya;Saratovskaya;405
Kharkovskaya;Saratovskaya;872
Khersonskaya;Saratovskaya;454
Chernigovskaya;Saratovskaya;419
Estonskaya;Saratovskaya;198
Yaroslavskaya;Saratovskaya;487
Warsawskaya;Saratovskaya;417
Kaliszskaya;Saratovskaya;250
Kieleckaya;Saratovskaya;39
Lomzinskaya;Saratovskaya;41
Lublinskaya;Saratovskaya;172
Piotrkovskaya;Saratovskaya;263
Plockaya;Saratovskaya;78
Radomskaya;Saratovskaya;166
Suwalkskaya;Saratovskaya;83
Siedlcskaya;Saratovskaya;183
Bakinskaya;Saratovskaya;296
Dagestanskaya;Saratovskaya;175
Elisabethpolskaya;Saratovskaya;37
Karsskaya;Saratovskaya;15
Kubanskaya;Saratovskaya;290
Kutaisskaya;Saratovskaya;37
Stavropolskaya;Saratovskaya;231
Terskaya;Saratovskaya;184
Tiflisskaya;Saratovskaya;254
Cernomorskaya;Saratovskaya;10
Erevanskaya;Saratovskaya;66
Amurskaya;Saratovskaya;8
Eniseiskaya;Saratovskaya;46
Zabaikalskaya;Saratovskaya;8
Irkutskaya;Saratovskaya;50
Primorskaya;Saratovskaya;15
Sakhalin;Saratovskaya;0
Tobolskaya;Saratovskaya;213
Tomskaya;Saratovskaya;69
Yakutskaya;Saratovskaya;4
Akmolinskaya;Saratovskaya;27
Zakaspiyskaya;Saratovskaya;85
Samarkandskaya;Saratovskaya;24
Semipalatinskaya;Saratovskaya;13
Semirechenskaya;Saratovskaya;22
SyrDaryinskaya;Saratovskaya;43
Turgayskaya;Saratovskaya;11
Uralskaya;Saratovskaya;205
Ferganskaya;Saratovskaya;20
Arkhangelskaya;Semipalatinskaya;6
Astrakhanskaya;Semipalatinskaya;145
Bessarabskaya;Semipalatinskaya;16
Vilenskaya;Semipalatinskaya;152
Vitebskaya;Semipalatinskaya;73
Vladimirskaya;Semipalatinskaya;267
Vologodskaya;Semipalatinskaya;48
Volhynskaya;Semipalatinskaya;33
Voronezhskaya;Semipalatinskaya;1949
Viatskaya;Semipalatinskaya;1240
Grodnenskaya;Semipalatinskaya;61
VojskaDonskogo;Semipalatinskaya;765
Ekaterinoslavskaya;Semipalatinskaya;44
Kazanskaya;Semipalatinskaya;1271
Kalugskaya;Semipalatinskaya;45
Kievskaya;Semipalatinskaya;65
Kovenskaya;Semipalatinskaya;51
Kostromskaya;Semipalatinskaya;36
Kurlandskaya;Semipalatinskaya;5
Kurskaya;Semipalatinskaya;413
Liflyandskaya;Semipalatinskaya;24
Minskaya;Semipalatinskaya;41
Mogilevskaya;Semipalatinskaya;39
Moscowskaya;Semipalatinskaya;51
Nizhegorodskaya;Semipalatinskaya;248
Novgorodskaya;Semipalatinskaya;19
Olonetskaya;Semipalatinskaya;1
Orenburgskaya;Semipalatinskaya;494
Orlovskaya;Semipalatinskaya;149
Penzenskaya;Semipalatinskaya;1126
Permskaya;Semipalatinskaya;1085
Podolskaya;Semipalatinskaya;80
Poltavskaya;Semipalatinskaya;791
Pskovskaya;Semipalatinskaya;30
Ryazanskaya;Semipalatinskaya;248
Samaraskaya;Semipalatinskaya;1035
StPetersburgskaya;Semipalatinskaya;75
Saratovskaya;Semipalatinskaya;196
Simbirskaya;Semipalatinskaya;386
Smolenskaya;Semipalatinskaya;212
Tauridskaya;Semipalatinskaya;1454
Tambovskaya;Semipalatinskaya;684
Tverskaya;Semipalatinskaya;33
Tulskaya;Semipalatinskaya;54
Ufimskaya;Semipalatinskaya;187
Kharkovskaya;Semipalatinskaya;408
Khersonskaya;Semipalatinskaya;65
Chernigovskaya;Semipalatinskaya;185
Estonskaya;Semipalatinskaya;3
Yaroslavskaya;Semipalatinskaya;38
Warsawskaya;Semipalatinskaya;42
Kaliszskaya;Semipalatinskaya;4
Kieleckaya;Semipalatinskaya;8
Lomzinskaya;Semipalatinskaya;7
Lublinskaya;Semipalatinskaya;27
Piotrkovskaya;Semipalatinskaya;23
Plockaya;Semipalatinskaya;13
Radomskaya;Semipalatinskaya;4
Suwalkskaya;Semipalatinskaya;5
Siedlcskaya;Semipalatinskaya;2
Bakinskaya;Semipalatinskaya;1
Dagestanskaya;Semipalatinskaya;2
Elisabethpolskaya;Semipalatinskaya;0
Karsskaya;Semipalatinskaya;0
Kubanskaya;Semipalatinskaya;62
Kutaisskaya;Semipalatinskaya;5
Stavropolskaya;Semipalatinskaya;18
Terskaya;Semipalatinskaya;3
Tiflisskaya;Semipalatinskaya;6
Cernomorskaya;Semipalatinskaya;9
Erevanskaya;Semipalatinskaya;16
Amurskaya;Semipalatinskaya;12
Eniseiskaya;Semipalatinskaya;69
Zabaikalskaya;Semipalatinskaya;19
Irkutskaya;Semipalatinskaya;49
Primorskaya;Semipalatinskaya;30
Sakhalin;Semipalatinskaya;0
Tobolskaya;Semipalatinskaya;3483
Tomskaya;Semipalatinskaya;7538
Yakutskaya;Semipalatinskaya;30
Akmolinskaya;Semipalatinskaya;2046
Zakaspiyskaya;Semipalatinskaya;17
Samarkandskaya;Semipalatinskaya;37
Semirechenskaya;Semipalatinskaya;542
SyrDaryinskaya;Semipalatinskaya;197
Turgayskaya;Semipalatinskaya;11
Uralskaya;Semipalatinskaya;4
Ferganskaya;Semipalatinskaya;22
Arkhangelskaya;Semirechenskaya;21
Astrakhanskaya;Semirechenskaya;655
Bessarabskaya;Semirechenskaya;43
Vilenskaya;Semirechenskaya;35
Vitebskaya;Semirechenskaya;98
Vladimirskaya;Semirechenskaya;208
Vologodskaya;Semirechenskaya;125
Volhynskaya;Semirechenskaya;60
Voronezhskaya;Semirechenskaya;11183
Viatskaya;Semirechenskaya;553
Grodnenskaya;Semirechenskaya;36
VojskaDonskogo;Semirechenskaya;215
Ekaterinoslavskaya;Semirechenskaya;208
Kazanskaya;Semirechenskaya;786
Kalugskaya;Semirechenskaya;51
Kievskaya;Semirechenskaya;111
Kovenskaya;Semirechenskaya;46
Kostromskaya;Semirechenskaya;48
Kurlandskaya;Semirechenskaya;16
Kurskaya;Semirechenskaya;1025
Liflyandskaya;Semirechenskaya;32
Minskaya;Semirechenskaya;50
Mogilevskaya;Semirechenskaya;53
Moscowskaya;Semirechenskaya;54
Nizhegorodskaya;Semirechenskaya;103
Novgorodskaya;Semirechenskaya;38
Olonetskaya;Semirechenskaya;13
Orenburgskaya;Semirechenskaya;750
Orlovskaya;Semirechenskaya;254
Penzenskaya;Semirechenskaya;1150
Permskaya;Semirechenskaya;3631
Podolskaya;Semirechenskaya;81
Poltavskaya;Semirechenskaya;646
Pskovskaya;Semirechenskaya;17
Ryazanskaya;Semirechenskaya;183
Samaraskaya;Semirechenskaya;934
StPetersburgskaya;Semirechenskaya;130
Saratovskaya;Semirechenskaya;406
Simbirskaya;Semirechenskaya;114
Smolenskaya;Semirechenskaya;207
Tauridskaya;Semirechenskaya;66
Tambovskaya;Semirechenskaya;1008
Tverskaya;Semirechenskaya;57
Tulskaya;Semirechenskaya;101
Ufimskaya;Semirechenskaya;217
Kharkovskaya;Semirechenskaya;726
Khersonskaya;Semirechenskaya;48
Chernigovskaya;Semirechenskaya;123
Estonskaya;Semirechenskaya;5
Yaroslavskaya;Semirechenskaya;26
Warsawskaya;Semirechenskaya;26
Kaliszskaya;Semirechenskaya;11
Kieleckaya;Semirechenskaya;6
Lomzinskaya;Semirechenskaya;18
Lublinskaya;Semirechenskaya;28
Piotrkovskaya;Semirechenskaya;21
Plockaya;Semirechenskaya;5
Radomskaya;Semirechenskaya;23
Suwalkskaya;Semirechenskaya;8
Siedlcskaya;Semirechenskaya;19
Bakinskaya;Semirechenskaya;1
Dagestanskaya;Semirechenskaya;11
Elisabethpolskaya;Semirechenskaya;6
Karsskaya;Semirechenskaya;4
Kubanskaya;Semirechenskaya;42
Kutaisskaya;Semirechenskaya;11
Stavropolskaya;Semirechenskaya;68
Terskaya;Semirechenskaya;21
Tiflisskaya;Semirechenskaya;17
Cernomorskaya;Semirechenskaya;18
Erevanskaya;Semirechenskaya;48
Amurskaya;Semirechenskaya;20
Eniseiskaya;Semirechenskaya;88
Zabaikalskaya;Semirechenskaya;64
Irkutskaya;Semirechenskaya;58
Primorskaya;Semirechenskaya;80
Sakhalin;Semirechenskaya;0
Tobolskaya;Semirechenskaya;5544
Tomskaya;Semirechenskaya;4139
Yakutskaya;Semirechenskaya;38
Akmolinskaya;Semirechenskaya;5023
Zakaspiyskaya;Semirechenskaya;36
Samarkandskaya;Semirechenskaya;179
Semipalatinskaya;Semirechenskaya;2531
SyrDaryinskaya;Semirechenskaya;1958
Turgayskaya;Semirechenskaya;73
Uralskaya;Semirechenskaya;25
Ferganskaya;Semirechenskaya;2334
Arkhangelskaya;Siedlcskaya;13
Astrakhanskaya;Siedlcskaya;13
Bessarabskaya;Siedlcskaya;233
Vilenskaya;Siedlcskaya;231
Vitebskaya;Siedlcskaya;195
Vladimirskaya;Siedlcskaya;399
Vologodskaya;Siedlcskaya;37
Volhynskaya;Siedlcskaya;2095
Voronezhskaya;Siedlcskaya;359
Viatskaya;Siedlcskaya;163
Grodnenskaya;Siedlcskaya;4829
VojskaDonskogo;Siedlcskaya;132
Ekaterinoslavskaya;Siedlcskaya;47
Kazanskaya;Siedlcskaya;439
Kalugskaya;Siedlcskaya;299
Kievskaya;Siedlcskaya;688
Kovenskaya;Siedlcskaya;185
Kostromskaya;Siedlcskaya;55
Kurlandskaya;Siedlcskaya;163
Kurskaya;Siedlcskaya;199
Liflyandskaya;Siedlcskaya;121
Minskaya;Siedlcskaya;410
Mogilevskaya;Siedlcskaya;194
Moscowskaya;Siedlcskaya;522
Nizhegorodskaya;Siedlcskaya;2046
Novgorodskaya;Siedlcskaya;58
Olonetskaya;Siedlcskaya;26
Orenburgskaya;Siedlcskaya;21
Orlovskaya;Siedlcskaya;121
Penzenskaya;Siedlcskaya;1512
Permskaya;Siedlcskaya;441
Podolskaya;Siedlcskaya;333
Poltavskaya;Siedlcskaya;113
Pskovskaya;Siedlcskaya;42
Ryazanskaya;Siedlcskaya;733
Samaraskaya;Siedlcskaya;243
StPetersburgskaya;Siedlcskaya;232
Saratovskaya;Siedlcskaya;1234
Simbirskaya;Siedlcskaya;630
Smolenskaya;Siedlcskaya;121
Tauridskaya;Siedlcskaya;46
Tambovskaya;Siedlcskaya;1227
Tverskaya;Siedlcskaya;72
Tulskaya;Siedlcskaya;75
Ufimskaya;Siedlcskaya;34
Kharkovskaya;Siedlcskaya;407
Khersonskaya;Siedlcskaya;181
Chernigovskaya;Siedlcskaya;456
Estonskaya;Siedlcskaya;211
Yaroslavskaya;Siedlcskaya;89
Warsawskaya;Siedlcskaya;14813
Kaliszskaya;Siedlcskaya;1970
Kieleckaya;Siedlcskaya;418
Lomzinskaya;Siedlcskaya;3343
Lublinskaya;Siedlcskaya;9627
Piotrkovskaya;Siedlcskaya;954
Plockaya;Siedlcskaya;1135
Radomskaya;Siedlcskaya;2612
Suwalkskaya;Siedlcskaya;361
Bakinskaya;Siedlcskaya;7
Dagestanskaya;Siedlcskaya;7
Elisabethpolskaya;Siedlcskaya;4
Karsskaya;Siedlcskaya;1
Kubanskaya;Siedlcskaya;13
Kutaisskaya;Siedlcskaya;9
Stavropolskaya;Siedlcskaya;11
Terskaya;Siedlcskaya;14
Tiflisskaya;Siedlcskaya;80
Cernomorskaya;Siedlcskaya;0
Erevanskaya;Siedlcskaya;11
Amurskaya;Siedlcskaya;1
Eniseiskaya;Siedlcskaya;4
Zabaikalskaya;Siedlcskaya;3
Irkutskaya;Siedlcskaya;6
Primorskaya;Siedlcskaya;5
Sakhalin;Siedlcskaya;0
Tobolskaya;Siedlcskaya;12
Tomskaya;Siedlcskaya;5
Yakutskaya;Siedlcskaya;0
Akmolinskaya;Siedlcskaya;6
Zakaspiyskaya;Siedlcskaya;1
Samarkandskaya;Siedlcskaya;2
Semipalatinskaya;Siedlcskaya;2
Semirechenskaya;Siedlcskaya;2
SyrDaryinskaya;Siedlcskaya;3
Turgayskaya;Siedlcskaya;1
Uralskaya;Siedlcskaya;3
Ferganskaya;Siedlcskaya;1
Arkhangelskaya;Simbirskaya;47
Astrakhanskaya;Simbirskaya;268
Bessarabskaya;Simbirskaya;30
Vilenskaya;Simbirskaya;139
Vitebskaya;Simbirskaya;154
Vladimirskaya;Simbirskaya;978
Vologodskaya;Simbirskaya;85
Volhynskaya;Simbirskaya;100
Voronezhskaya;Simbirskaya;120
Viatskaya;Simbirskaya;514
Grodnenskaya;Simbirskaya;130
VojskaDonskogo;Simbirskaya;124
Ekaterinoslavskaya;Simbirskaya;50
Kazanskaya;Simbirskaya;7747
Kalugskaya;Simbirskaya;189
Kievskaya;Simbirskaya;126
Kovenskaya;Simbirskaya;95
Kostromskaya;Simbirskaya;367
Kurlandskaya;Simbirskaya;252
Kurskaya;Simbirskaya;190
Liflyandskaya;Simbirskaya;159
Minskaya;Simbirskaya;132
Mogilevskaya;Simbirskaya;226
Moscowskaya;Simbirskaya;784
Nizhegorodskaya;Simbirskaya;4221
Novgorodskaya;Simbirskaya;156
Olonetskaya;Simbirskaya;42
Orenburgskaya;Simbirskaya;235
Orlovskaya;Simbirskaya;207
Penzenskaya;Simbirskaya;5639
Permskaya;Simbirskaya;758
Podolskaya;Simbirskaya;436
Poltavskaya;Simbirskaya;122
Pskovskaya;Simbirskaya;36
Ryazanskaya;Simbirskaya;575
Samaraskaya;Simbirskaya;6217
StPetersburgskaya;Simbirskaya;521
Saratovskaya;Simbirskaya;3592
Smolenskaya;Simbirskaya;216
Tauridskaya;Simbirskaya;62
Tambovskaya;Simbirskaya;620
Tverskaya;Simbirskaya;246
Tulskaya;Simbirskaya;307
Ufimskaya;Simbirskaya;278
Kharkovskaya;Simbirskaya;291
Khersonskaya;Simbirskaya;136
Chernigovskaya;Simbirskaya;73
Estonskaya;Simbirskaya;446
Yaroslavskaya;Simbirskaya;190
Warsawskaya;Simbirskaya;86
Kaliszskaya;Simbirskaya;92
Kieleckaya;Simbirskaya;12
Lomzinskaya;Simbirskaya;21
Lublinskaya;Simbirskaya;14
Piotrkovskaya;Simbirskaya;124
Plockaya;Simbirskaya;18
Radomskaya;Simbirskaya;135
Suwalkskaya;Simbirskaya;34
Siedlcskaya;Simbirskaya;17
Bakinskaya;Simbirskaya;53
Dagestanskaya;Simbirskaya;72
Elisabethpolskaya;Simbirskaya;7
Karsskaya;Simbirskaya;1
Kubanskaya;Simbirskaya;42
Kutaisskaya;Simbirskaya;5
Stavropolskaya;Simbirskaya;36
Terskaya;Simbirskaya;70
Tiflisskaya;Simbirskaya;62
Cernomorskaya;Simbirskaya;1
Erevanskaya;Simbirskaya;7
Amurskaya;Simbirskaya;8
Eniseiskaya;Simbirskaya;15
Zabaikalskaya;Simbirskaya;6
Irkutskaya;Simbirskaya;26
Primorskaya;Simbirskaya;4
Sakhalin;Simbirskaya;0
Tobolskaya;Simbirskaya;73
Tomskaya;Simbirskaya;27
Yakutskaya;Simbirskaya;3
Akmolinskaya;Simbirskaya;19
Zakaspiyskaya;Simbirskaya;15
Samarkandskaya;Simbirskaya;9
Semipalatinskaya;Simbirskaya;4
Semirechenskaya;Simbirskaya;6
SyrDaryinskaya;Simbirskaya;39
Turgayskaya;Simbirskaya;4
Uralskaya;Simbirskaya;91
Ferganskaya;Simbirskaya;27
Arkhangelskaya;Smolenskaya;61
Astrakhanskaya;Smolenskaya;36
Bessarabskaya;Smolenskaya;45
Vilenskaya;Smolenskaya;2449
Vitebskaya;Smolenskaya;4863
Vladimirskaya;Smolenskaya;673
Vologodskaya;Smolenskaya;133
Volhynskaya;Smolenskaya;789
Voronezhskaya;Smolenskaya;233
Viatskaya;Smolenskaya;973
Grodnenskaya;Smolenskaya;1514
VojskaDonskogo;Smolenskaya;91
Ekaterinoslavskaya;Smolenskaya;171
Kazanskaya;Smolenskaya;95
Kalugskaya;Smolenskaya;9504
Kievskaya;Smolenskaya;386
Kovenskaya;Smolenskaya;1009
Kostromskaya;Smolenskaya;178
Kurlandskaya;Smolenskaya;1205
Kurskaya;Smolenskaya;278
Liflyandskaya;Smolenskaya;2403
Minskaya;Smolenskaya;1550
Mogilevskaya;Smolenskaya;10493
Moscowskaya;Smolenskaya;6394
Nizhegorodskaya;Smolenskaya;243
Novgorodskaya;Smolenskaya;291
Olonetskaya;Smolenskaya;26
Orenburgskaya;Smolenskaya;68
Orlovskaya;Smolenskaya;3294
Penzenskaya;Smolenskaya;142
Permskaya;Smolenskaya;1764
Podolskaya;Smolenskaya;767
Poltavskaya;Smolenskaya;317
Pskovskaya;Smolenskaya;789
Ryazanskaya;Smolenskaya;739
Samaraskaya;Smolenskaya;145
StPetersburgskaya;Smolenskaya;2208
Saratovskaya;Smolenskaya;130
Simbirskaya;Smolenskaya;116
Tauridskaya;Smolenskaya;137
Tambovskaya;Smolenskaya;383
Tverskaya;Smolenskaya;4780
Tulskaya;Smolenskaya;772
Ufimskaya;Smolenskaya;117
Kharkovskaya;Smolenskaya;404
Khersonskaya;Smolenskaya;274
Chernigovskaya;Smolenskaya;651
Estonskaya;Smolenskaya;100
Yaroslavskaya;Smolenskaya;321
Warsawskaya;Smolenskaya;454
Kaliszskaya;Smolenskaya;97
Kieleckaya;Smolenskaya;21
Lomzinskaya;Smolenskaya;37
Lublinskaya;Smolenskaya;1332
Piotrkovskaya;Smolenskaya;90
Plockaya;Smolenskaya;96
Radomskaya;Smolenskaya;119
Suwalkskaya;Smolenskaya;114
Siedlcskaya;Smolenskaya;432
Bakinskaya;Smolenskaya;7
Dagestanskaya;Smolenskaya;8
Elisabethpolskaya;Smolenskaya;5
Karsskaya;Smolenskaya;1
Kubanskaya;Smolenskaya;12
Kutaisskaya;Smolenskaya;7
Stavropolskaya;Smolenskaya;21
Terskaya;Smolenskaya;30
Tiflisskaya;Smolenskaya;41
Cernomorskaya;Smolenskaya;5
Erevanskaya;Smolenskaya;4
Amurskaya;Smolenskaya;3
Eniseiskaya;Smolenskaya;17
Zabaikalskaya;Smolenskaya;10
Irkutskaya;Smolenskaya;25
Primorskaya;Smolenskaya;6
Sakhalin;Smolenskaya;0
Tobolskaya;Smolenskaya;23
Tomskaya;Smolenskaya;24
Yakutskaya;Smolenskaya;6
Akmolinskaya;Smolenskaya;6
Zakaspiyskaya;Smolenskaya;3
Samarkandskaya;Smolenskaya;0
Semipalatinskaya;Smolenskaya;4
Semirechenskaya;Smolenskaya;6
SyrDaryinskaya;Smolenskaya;11
Turgayskaya;Smolenskaya;0
Uralskaya;Smolenskaya;4
Ferganskaya;Smolenskaya;6
Arkhangelskaya;Stavropolskaya;34
Astrakhanskaya;Stavropolskaya;4362
Bessarabskaya;Stavropolskaya;525
Vilenskaya;Stavropolskaya;84
Vitebskaya;Stavropolskaya;201
Vladimirskaya;Stavropolskaya;854
Vologodskaya;Stavropolskaya;76
Volhynskaya;Stavropolskaya;182
Voronezhskaya;Stavropolskaya;33156
Viatskaya;Stavropolskaya;217
Grodnenskaya;Stavropolskaya;155
VojskaDonskogo;Stavropolskaya;7285
Ekaterinoslavskaya;Stavropolskaya;9508
Kazanskaya;Stavropolskaya;525
Kalugskaya;Stavropolskaya;2674
Kievskaya;Stavropolskaya;2547
Kovenskaya;Stavropolskaya;281
Kostromskaya;Stavropolskaya;94
Kurlandskaya;Stavropolskaya;50
Kurskaya;Stavropolskaya;13496
Liflyandskaya;Stavropolskaya;372
Minskaya;Stavropolskaya;175
Mogilevskaya;Stavropolskaya;642
Moscowskaya;Stavropolskaya;414
Nizhegorodskaya;Stavropolskaya;591
Novgorodskaya;Stavropolskaya;72
Olonetskaya;Stavropolskaya;43
Orenburgskaya;Stavropolskaya;210
Orlovskaya;Stavropolskaya;8383
Penzenskaya;Stavropolskaya;3723
Permskaya;Stavropolskaya;218
Podolskaya;Stavropolskaya;457
Poltavskaya;Stavropolskaya;35253
Pskovskaya;Stavropolskaya;82
Ryazanskaya;Stavropolskaya;3300
Samaraskaya;Stavropolskaya;2126
StPetersburgskaya;Stavropolskaya;244
Saratovskaya;Stavropolskaya;3292
Simbirskaya;Stavropolskaya;1031
Smolenskaya;Stavropolskaya;716
Tauridskaya;Stavropolskaya;4749
Tambovskaya;Stavropolskaya;6099
Tverskaya;Stavropolskaya;137
Tulskaya;Stavropolskaya;2503
Ufimskaya;Stavropolskaya;243
Kharkovskaya;Stavropolskaya;18221
Khersonskaya;Stavropolskaya;2788
Chernigovskaya;Stavropolskaya;9936
Estonskaya;Stavropolskaya;474
Yaroslavskaya;Stavropolskaya;111
Warsawskaya;Stavropolskaya;138
Kaliszskaya;Stavropolskaya;66
Kieleckaya;Stavropolskaya;34
Lomzinskaya;Stavropolskaya;45
Lublinskaya;Stavropolskaya;128
Piotrkovskaya;Stavropolskaya;78
Plockaya;Stavropolskaya;45
Radomskaya;Stavropolskaya;80
Suwalkskaya;Stavropolskaya;199
Siedlcskaya;Stavropolskaya;92
Bakinskaya;Stavropolskaya;143
Dagestanskaya;Stavropolskaya;432
Elisabethpolskaya;Stavropolskaya;103
Karsskaya;Stavropolskaya;80
Kubanskaya;Stavropolskaya;9186
Kutaisskaya;Stavropolskaya;228
Terskaya;Stavropolskaya;4410
Tiflisskaya;Stavropolskaya;747
Cernomorskaya;Stavropolskaya;221
Erevanskaya;Stavropolskaya;144
Amurskaya;Stavropolskaya;4
Eniseiskaya;Stavropolskaya;16
Zabaikalskaya;Stavropolskaya;12
Irkutskaya;Stavropolskaya;12
Primorskaya;Stavropolskaya;6
Sakhalin;Stavropolskaya;0
Tobolskaya;Stavropolskaya;121
Tomskaya;Stavropolskaya;69
Yakutskaya;Stavropolskaya;7
Akmolinskaya;Stavropolskaya;16
Zakaspiyskaya;Stavropolskaya;18
Samarkandskaya;Stavropolskaya;3
Semipalatinskaya;Stavropolskaya;10
Semirechenskaya;Stavropolskaya;9
SyrDaryinskaya;Stavropolskaya;28
Turgayskaya;Stavropolskaya;10
Uralskaya;Stavropolskaya;23
Ferganskaya;Stavropolskaya;6
Arkhangelskaya;StPetersburgskaya;13417
Astrakhanskaya;StPetersburgskaya;4032
Bessarabskaya;StPetersburgskaya;1092
Vilenskaya;StPetersburgskaya;15873
Vitebskaya;StPetersburgskaya;40111
Vladimirskaya;StPetersburgskaya;7045
Vologodskaya;StPetersburgskaya;17636
Volhynskaya;StPetersburgskaya;1880
Voronezhskaya;StPetersburgskaya;4753
Viatskaya;StPetersburgskaya;4651
Grodnenskaya;StPetersburgskaya;4125
VojskaDonskogo;StPetersburgskaya;4063
Ekaterinoslavskaya;StPetersburgskaya;3127
Kazanskaya;StPetersburgskaya;3827
Kalugskaya;StPetersburgskaya;20082
Kievskaya;StPetersburgskaya;5146
Kovenskaya;StPetersburgskaya;12303
Kostromskaya;StPetersburgskaya;31413
Kurlandskaya;StPetersburgskaya;8814
Kurskaya;StPetersburgskaya;3110
Liflyandskaya;StPetersburgskaya;37709
Minskaya;StPetersburgskaya;5466
Mogilevskaya;StPetersburgskaya;5681
Moscowskaya;StPetersburgskaya;29729
Nizhegorodskaya;StPetersburgskaya;8145
Novgorodskaya;StPetersburgskaya;81720
Olonetskaya;StPetersburgskaya;16665
Orenburgskaya;StPetersburgskaya;1042
Orlovskaya;StPetersburgskaya;4859
Penzenskaya;StPetersburgskaya;3864
Permskaya;StPetersburgskaya;2584
Podolskaya;StPetersburgskaya;2882
Poltavskaya;StPetersburgskaya;3394
Pskovskaya;StPetersburgskaya;59200
Ryazanskaya;StPetersburgskaya;34510
Samaraskaya;StPetersburgskaya;5106
Saratovskaya;StPetersburgskaya;5575
Simbirskaya;StPetersburgskaya;4693
Smolenskaya;StPetersburgskaya;33412
Tauridskaya;StPetersburgskaya;1928
Tambovskaya;StPetersburgskaya;8104
Tverskaya;StPetersburgskaya;149560
Tulskaya;StPetersburgskaya;15115
Ufimskaya;StPetersburgskaya;990
Kharkovskaya;StPetersburgskaya;2716
Khersonskaya;StPetersburgskaya;3867
Chernigovskaya;StPetersburgskaya;2969
Estonskaya;StPetersburgskaya;27729
Yaroslavskaya;StPetersburgskaya;104283
Warsawskaya;StPetersburgskaya;6370
Kaliszskaya;StPetersburgskaya;1339
Kieleckaya;StPetersburgskaya;761
Lomzinskaya;StPetersburgskaya;2043
Lublinskaya;StPetersburgskaya;1424
Piotrkovskaya;StPetersburgskaya;1120
Plockaya;StPetersburgskaya;2639
Radomskaya;StPetersburgskaya;1240
Suwalkskaya;StPetersburgskaya;2521
Siedlcskaya;StPetersburgskaya;855
Bakinskaya;StPetersburgskaya;306
Dagestanskaya;StPetersburgskaya;225
Elisabethpolskaya;StPetersburgskaya;209
Karsskaya;StPetersburgskaya;45
Kubanskaya;StPetersburgskaya;725
Kutaisskaya;StPetersburgskaya;273
Stavropolskaya;StPetersburgskaya;420
Terskaya;StPetersburgskaya;884
Tiflisskaya;StPetersburgskaya;1424
Cernomorskaya;StPetersburgskaya;38
Erevanskaya;StPetersburgskaya;136
Amurskaya;StPetersburgskaya;149
Eniseiskaya;StPetersburgskaya;402
Zabaikalskaya;StPetersburgskaya;317
Irkutskaya;StPetersburgskaya;454
Primorskaya;StPetersburgskaya;682
Sakhalin;StPetersburgskaya;12
Tobolskaya;StPetersburgskaya;446
Tomskaya;StPetersburgskaya;426
Yakutskaya;StPetersburgskaya;54
Akmolinskaya;StPetersburgskaya;266
Zakaspiyskaya;StPetersburgskaya;60
Samarkandskaya;StPetersburgskaya;43
Semipalatinskaya;StPetersburgskaya;71
Semirechenskaya;StPetersburgskaya;104
SyrDaryinskaya;StPetersburgskaya;234
Turgayskaya;StPetersburgskaya;25
Uralskaya;StPetersburgskaya;321
Ferganskaya;StPetersburgskaya;101
Arkhangelskaya;Suwalkskaya;13
Astrakhanskaya;Suwalkskaya;10
Bessarabskaya;Suwalkskaya;41
Vilenskaya;Suwalkskaya;3378
Vitebskaya;Suwalkskaya;431
Vladimirskaya;Suwalkskaya;330
Vologodskaya;Suwalkskaya;2022
Volhynskaya;Suwalkskaya;1010
Voronezhskaya;Suwalkskaya;250
Viatskaya;Suwalkskaya;1273
Grodnenskaya;Suwalkskaya;3369
VojskaDonskogo;Suwalkskaya;816
Ekaterinoslavskaya;Suwalkskaya;310
